htakcesm ,"्कचेमतष
 ","्कचेमतष
 "
uars ,"ाुसर
 ","ाुसर
 "
bltai ,"लीटब
 ","लाटिब
 "
tanydoe ,"ूानयीदत
 ","ूानयीडत
 "
hapnyd ,"ापन्यअध
 ","ाप्यअणध
 "
huanykidoreg ,"्यकोरदिगणऔ
 ","्यकीोरिगणधउ
 "
bulcosm ,"लकसोंब
 ","लकुसंबॉ
 "
haykicd ,"ा्यकचअिध
 ","ा्यकचअिध
 "
hutaporsm ,"प्ुोरमतष
 ","प्ुोरमतष
 "
hanvdej ,"ानवींजध
 ","ानवींजध
 "
htapnkides ,"प्कीशदतिषणध
 ","प्कीशदतिषणध
 "
hapnvkidres ,"ापव्कींरेदष
 ","ापव्कंरेदिष
 "
utakior ,"्कीुोरटत
 ","्कीुोरटत
 "
havirs ,"व्ीसरश
 ","ाव्ीसरश
 "
hanidrg ,"ानींरगध
 ","ानंरिगध
 "
htanykdrm ,"ा्यकंरेदटमतध
 ","ा्यकंरदमतध
 "
htapnior ,"पनहीोरति
 ","ापहीोरतिण
 "
aves ,"ावसेअ
 ","ावसेअ
 "
haes ,"ाहीस
 ","ाहीस
 "
bhanis ,"भनीस
 ","भानसि
 "
hanyreg ,"ा्यरेणघ
 ","ा्यरेणघ़
 "
hlave ,"लवही
 ","लावही
 "
haic ,"ीचआई
 ","ीचआई
 "
hutavkic ,"ावहकीुचत
 ","ावहकीुचत
 "
avis ,"ावीसअ
 ","ावीसअ
 "
bhltacdrsm ,"ला्हचरदटमबष
 ","ला्हचरदमतब
 "
updeg ,"पुडेग
 ","पुडेग
 "
hlavid ,"लाविढ
 ","लाविध
 "
tapnykies ,"ापन्कीसति
 ","ापन्यकीसेत
 "
landeg ,"लन्डंेगइ
 ","लानडंेगइ
 "
uandresg ,"न्ुसंरेदग
 ","न्ुसंरेदग
 "
ulaiosm ,"लासमिौ
 ","ूला्समि
 "
bltaeg ,"लाीतबग
 ","लाीतबग
 "
htanvirem ,"ानवहरेमतिण
 ","ानवहीरेमतण
 "
anresg ,"संरेग
 ","ासंरेग
 "
hlacdremg ,"ल्ीसरमिगध
 ","ल्ीसरेमिगध
 "
lane ,"लने
 ","लाने
 "
blaviore ,"लवीोरिब
 ","लवीोरिब
 "
orez ,"ीोरझ
 ","ोरेझ
 "
hanor ,"नहोर
 ","ानहोर
 "
htye ,"थये
 ","येठ
 "
bhani ,"भनी
 ","भानी
 "
uanjz ,"ुंजझ
 ","ाुंजझ
 "
bie ,"ीेब
 ","ीब
 "
lnic ,"लकंि
 ","लन्सि
 "
tide ,"ाडटई
 ","डेति
 "
hanvce ,"ावचेण
 ","ानवचे
 "
htapnvyisg ,"ापनव्केटिषघ
 ","ापनव्यशतिग
 "
hlapce ,"ापीचेळ
 ","लापीचे
 "
hanyicw ,"ावयींचअ
 ","ावयींचअ
 "
huanvdrs ,"ावुसंरध
 ","ावुसंरध
 "
bane ,"ानिब
 ","ानीब
 "
buai ,"ीबॉ
 ","ा्ीब
 "
htaniremg ,"्होंरेअमतिग
 ","ान्हंरेमतिग
 "
htapkrs ,"प्करतष
 ","ाप्करटष
 "
badre ,"्डरअिब
 ","्डरेअब
 "
tapkre ,"ापकरेट
 ","ापकरेत
 "
utanorg ,"ूाुंरतग
 ","ूनुरतग
 "
uakm ,"ा्कुम
 ","्कुम
 "
lavm ,"ावमळ
 ","लावम
 "
anvij ,"नवीज
 ","ानवीजि
 "
htapvi ,"ापवीठ
 ","ापवीठ
 "
htapnvicres ,"ापनव्ीचरशठतिष
 ","ापनव्ीचरशठतिष
 "
vij ,"वीज
 ","वजि
 "
hapvykres ,"पव्यकरेष
 ","पव्यकरेष
 "
anyr ,"ानयरण
 ","ानयर
 "
hakco ,"कुचअ
 ","ूकचअ
 "
takrsm ,"्कसरमत
 ","्कसरमत
 "
los ,"लसॉ
 ","लसो
 "
unyos ,"ूनयुस
 ","ूनयुस
 "
anvij ,"ावीजण
 ","ानवीज
 "
banij ,"ानंजिबई
 ","ानींजबई
 "
hlankdsw ,"लानव्कदष
 ","लानव्कडष
 "
hutavcresg ,"ाव्हसचेतगृछ
 ","ाव्हसचेतगृ
 "
huanidrem ,"ू्यींरेमधढ
 ","ीुंरेमध
 "
huapykcr ,"ूाप्यकचर
 ","ूाप्यकचर
 "
ltade ,"लाीदत
 ","लाीदत
 "
bhaics ,"ासचबै
 ","ासचबै
 "
utays ,"्युसत
 ","ा्युसट
 "
hltapicem ,"लाप्चेमतिआ
 ","लाप्चेमतिआ
 "
baosw ,"वसोब
 ","सोब
 "
hltayicr ,"ला्हयचरटि
 ","ला्हयचरति
 "
ltanke ,"लाकीटण
 ","लान्कीत
 "
htapnis ,"ापीसंशठै
 ","ापीसंशठै
 "
bhaycrsw ,"भाव्यचरष
 ","भाव्यचरष
 "
ltanij ,"लाींजति
 ","लाींजटि
 "
ulapjw ,"लापवुजळ
 ","लापवुज
 "
ulankidrem ,"ान्कुरेदमळि
 ","ान्कुरेदमळि
 "
lape ,"लापेळ
 ","लापे
 "
uandors ,"नसडरअँ
 ","नसोंरदउ
 "
bhaviceg ,"भावचेिग
 ","भावचेिग
 "
bhankcdo ,"ाडोंचबख
 ","ाडोंचबख
 "
hutapnydem ,"ापन्यंेदमतधउ
 ","ापन्यंेदमतधउ
 "
htasm ,"ा्हसमत
 ","ा्हसमत
 "
htaydrem ,"्यीरेटमध
 ","्यरेटमिध
 "
ultaves ,"लाव्ीसतउ
 ","लव्ीसतउ
 "
haresj ,"ारेशज
 ","ारेशज
 "
htakcde ,"ाकीडचत
 ","ाकीचटई
 "
hltaykrsw ,"लाव्यसरठआख
 ","लाव्यसरठआख
 "
hlapyc ,"लापयच
 ","लापयच
 "
htapies ,"ापीसशठै
 ","ापीसशठै
 "
huaycdres ,"ा्यीुसचदऱ
 ","ा्यीुसचरद़
 "
oj ,"ोज
 ","ीज
 "
bhavirg ,"भावरिग
 ","भावरिग
 "
ulanesmg ,"ा्युसंेमळगण
 ","्ीुसंेमळगण
 "
bhtapvdr ,"ापवरठळब
 ","ापवडरठब
 "
huancs ,"ानुसच
 ","ानुसच
 "
hanyidorem ,"ान्हयोरेदमि
 ","ान्हयोरेदमि
 "
taem ,"ेटम
 ","ीमत
 "
uayd ,"ा्यदउ
 ","ा्यडउ
 "
htanvc ,"ानवचत
 ","ानवचत
 "
hakdrg ,"ाकडरघ
 ","ाकरदघ
 "
tno ,"ूनतओ
 ","ूनटओ
 "
iemq ,"कीमि
 ","कीमि
 "
tapnyorg ,"ापन्योंरतग
 ","ापन्योंरतगण
 "
bhltapvr ,"ापवरठळब
 ","ापवरठळब
 "
lankrez ,"लाकंरेझ
 ","लाकरेझ
 "
tapn ,"ापटण
 ","ापनट
 "
takrs ,"ा्कसरत
 ","्कसरत
 "
lapke ,"ापकीळ
 ","लपकी
 "
ltncors ,"लन्कसोरट
 ","लन्कोरटॉ
 "
ukicq ,"व्कि
 ","व्कि
 "
bhanvyicdesm ,"ाव्यीसंचिबषध
 ","ानव्यसंचेिबषध
 "
adow ,"ादऊ
 ","ूावडद
 "
orem ,"ोरेम
 ","ूरेम
 "
htanvidorj ,"ावोंरजतिध
 ","ावोंरजतिध
 "
hacre ,"ीचर
 ","ाचरि
 "
lirf ,"लीरिफ
 ","लरि
 "
bhlaic ,"भाीचळब
 ","भलाीचब
 "
hanycdem ,"ा्यंचेमध
 ","ा्यंचेमध
 "
harmg ,"्हरमगॅ
 ","ा्हरमग
 "
ulanves ,"लानवुसे
 ","लानवुसे
 "
htanorsj ,"ूथान्सरजत
 ","ूथान्सरजत
 "
idf ,"ीडफ
 ","यिफ
 "
haps ,"ापश
 ","ापश
 "
hutavkce ,"ावहकीुचत
 ","ावहकीुचत
 "
hlavkr ,"वरळख
 ","लावरख
 "
tavres ,"ावसरेत
 ","ावसरेत
 "
huapvidorem ,"पव्ीुोरदमिआध
 ","पव्यीुोरमिआध
 "
hanicdw ,"वडंचि
 ","ावडंचि
 "
tanvde ,"वडंेदत
 ","वडंेदत
 "
layrew ,"लयरॉ
 ","लायरे
 "
htac ,"ाटछ
 ","ाचत
 "
bhupnirs ,"पव्ुरिषण
 ","्ुरशिबण
 "
htanidorjw ,"ावोंरजतिध
 ","ावोरजतिध
 "
hutapnkrm ,"ाप्ुंरमतख
 ","प्ुंरमतख
 "
tanirgq ,"्कंरटिगॅ
 ","्डंरटिगॅ
 "
hayidrejm ,"्यीरेजमध
 ","्यरेजमिध
 "
tapnores ,"ापन्यसोंरत़
 ","ापनसोंरेत
 "
badr ,"ारदब
 ","ाडरब
 "
hlakor ,"लाोरख
 ","लाोरख
 "
ltapi ,"पीळति
 ","लपीति
 "
taisjm ,"ीसजमतिआ
 ","ाीसजमतिआ
 "
apkir ,"ापकृ
 ","ाप्करि
 "
kiem ,"कीमि
 ","कीमि
 "
bhtankcres ,"ा्यकंचरेशतब़
 ","ाकींचरेशतब
 "
bhaksg ,"ासबगख
 ","ासबगख
 "
htapicd ,"ाप्ीचदतध
 ","ाप्ीचदतध
 "
hulanco ,"लनहकॅौ
 ","ूलन्हक
 "
hanicdew ,"नव्ीचेध
 ","ानव्ीचेध
 "
hankcrs ,"ा्कसंचर
 ","ा्कसंचर
 "
htapnsg ,"थापन्सटघ
 ","थापन्सटघ
 "
bhtancegw ,"भावंचेतग
 ","भावंचेतग
 "
bhultapkiors ,"भूलाप्ीठषखृ
 ","भूलाप्ीटषखृ
 "
huanvkidrs ,"ानव्कुसंरशदिधै
 ","ानव्कुसंरशदिध
 "
huanicrs ,"ाीुसंचर
 ","ाीुसंचर
 "
hacremg ,"ा्हीचरमग
 ","ा्हीचरमग
 "
hlakdr ,"लाडरख
 ","लाडरख
 "
bhtavidores ,"ाव्सोरेटतिबइध
 ","ाव्सोरेतिबध
 "
hasw ,"शॉ
 ","ावश
 "
ltavidm ,"लावीडमत
 ","लावीडमत
 "
bhanycdsm ,"ा्यसंचबध
 ","ा्यसंचबध
 "
hlancdejf ,"लाींचदजफ
 ","लाींचदजफ
 "
anvi ,"नवी
 ","नव्ि
 "
taisjm ,"ीसजमतिआ
 ","ीसजमतिआ
 "
huakcres ,"्कुसचरेष
 ","्कुसचरेष
 "
bhanicore ,"नीोचरेब
 ","ानीोचरेब
 "
tare ,"ीरत
 ","ीरत
 "
bhultanydrsg ,"भला्युसंरदतगण
 ","भला्युसंरदतगण
 "
tapnvrm ,"ापनवरमत
 ","ापनव्रमत
 "
havkcre ,"ावकीचरई
 ","ावकचरे
 "
ayow ,"ावयोआ
 ","ूावयअ
 "
bhuans ,"भूषण
 ","भानुश
 "
lapnyosjw ,"ूलापनव्यसज
 ","ूलापनव्यसज
 "
hanis ,"ान्हसि
 ","ान्हसि
 "
ularmg ,"ल्ुरमग
 ","ला्ुरमग
 "
hutapnvkicdoes ,"ापनवकीुसडोचठटिण
 ","ापनवकीुसडोचठट
 "
bltaiorem ,"ला्ोरटमिब
 ","ला्ीोरटमब
 "
aid ,"ीदआ
 ","ीडआ
 "
bhre ,"हरेब
 ","हरेब
 "
laniom ,"लानमिॉ
 ","लानीोम
 "
hlais ,"लेश
 ","लाशई
 "
arg ,"्रअग
 ","ा्रअग
 "
bavsw ,"ावसब
 ","ावसब
 "
lavis ,"लाव्हसि
 ","लावसि
 "
hanykdrm ,"ायकंरअमध
 ","ायकंरअमध
 "
tnore ,"न्ंरेट
 ","न्ोरेट
 "
hanvkrs ,"ाव्करषआण
 ","ाव्करषआण
 "
hanicrjw ,"ानवींचरज
 ","ानवींचरज
 "
anorjm ,"ुंरजम
 ","ूांरजम
 "
nyemz ,"ाएंमईझ
 ","न्यएेझ
 "
hapnkir ,"ापन्हकींरण
 ","ापन्हकीरण
 "
butankrejm ,"कीुरजमतबण
 ","कीुरजमतबण
 "
lyoesm ,"ल्सेमॉ
 ","लसोेम
 "
hnic ,"नीचि
 ","नीचि
 "
lankios ,"कीसोंळ
 ","लाकीसों
 "
aviresm ,"ावीसरेम
 ","ावीसरेम
 "
tapvr ,"ापवरत
 ","ापवरत
 "
utapirs ,"ूप्सरति
 ","प्ीुसरट
 "
hanvyicdresm ,"ाव्यींचरदमिष
 ","वयींचरेदमिष
 "
lniom ,"लनयमि
 ","लनयमि
 "
hultanism ,"लाीुसंठम
 ","लाीुसंठम
 "
uankr ,"नकोर
 ","नकरौ
 "
bhuanydesmg ,"ा्यसडंेमबगध
 ","ा्युसडंेमबगध
 "
hapnykces ,"ाप्यकंचेष
 ","ाप्यकंचेष
 "
hanyicr ,"ा्यीचरण
 ","ा्यीचरण
 "
hlancg ,"लांचग
 ","लांचग
 "
utap ,"ाप्ुट
 ","ाप्ुट
 "
ltak ,"ा्कळत
 ","लाकत
 "
bhtaim ,"ाठमबई
 ","ाठमबई
 "
bhtacores ,"थसोचरतबॅ
 ","थासोचरेतब
 "
hlta ,"लहत
 ","ाहत
 "
bhulapndesm ,"ाप्ुेशदमळबणध
 ","ाप्ुेशदमळबणध
 "
hltake ,"लाीेतख
 ","लीेतख
 "
nior ,"ूनीर
 ","ूनीर
 "
lakr ,"लकर
 ","लाकर
 "
ltapyiorg ,"लाप्यीोरतग
 ","लप्यीोरतग
 "
lpoe ,"ूलप
 ","ूलपे
 "
havres ,"वरेशआ
 ","वरेशआ
 "
ojq ,"कजॉ
 ","ोज
 "
bhanyice ,"ा्हयीचिबण
 ","ान्हयीचिब
 "
haes ,"ाहीशअ
 ","ाहीशअ
 "
utapkido ,"ाप्कुोदटई
 ","प्कुडोटई
 "
htapnres ,"ापन्ीसंरशठ
 ","ापन्ीसंरशठ
 "
aykr ,"ायकर
 ","ायकर
 "
bhapnkoem ,"भूापनकंे
 ","भूापकंेण
 "
bulaprj ,"ूलपरजब
 ","ूलापरजब
 "
hakcoeg ,"ूकचेआग
 ","ूकचेआग
 "
upyiog ,"पयीोगउ
 ","प्यीोगउ
 "
adrm ,"रदम
 ","ारदम
 "
htapnvys ,"ापव्यसठण
 ","ापव्यसठण
 "
avyo ,"ावयोआ
 ","ूावयअ
 "
hunvcdorg ,"ाव्डंचरगऊ
 ","व्डंचरगॉउ
 "
hanycreg ,"ा्यंचरेघ
 ","ा्यंचरेघ
 "
btanykiors ,"ा्यकसरटिबँ
 ","्यकसोरतिब
 "
bhlankce ,"लाकींचब
 ","लाकींचब
 "
bhacdore ,"ा्डोचरेब
 ","ाडोचरेब
 "
anvkog ,"ूावकगण
 ","ूावकगण
 "
bhanyic ,"ा्हयीचिबण
 ","ान्हयीचिब
 "
arsm ,"ासरमआ
 ","ासरमआ
 "
haicoem ,"ाहोचेमि
 ","ाहोचेमि
 "
hulkic ,"लकीुच
 ","लकीुच
 "
aidg ,"ीदअग
 ","्ीदअग
 "
htapnior ,"पनहीोरति
 ","ापहीोंरति
 "
bhncdoem ,"्डंचेबणॉ
 ","डोंचेब
 "
uadmg ,"ूदमग
 ","ुडमग
 "
uanvyorsg ,"व्युसरगण
 ","व्युसोरगण
 "
hakdre ,"ाडरेआख
 ","ाडरेआख
 "
hltanvyes ,"लाव्यीसठण
 ","लाव्यीसठण
 "
htapde ,"प्ीदतध
 ","प्ीदतध
 "
ultakid ,"लाकीुडत
 ","लाकीुडत
 "
hlaycd ,"लायचढ
 ","लायचढ
 "
re ,"यरइ
 ","एरआ
 "
ands ,"नसद
 ","ानसद
 "
haydresm ,"्यीरेशअमध
 ","ा्यीरेशअमध
 "
uankid ,"ूनकडआई
 ","ूनकडआै
 "
hulapnresm ,"ापन्ुंरेशमळ
 ","ापन्ुंरेशमळ
 "
ltadrm ,"लारदमत
 ","लारदमत
 "
bpiore ,"ूपीरबॅ
 ","ूपीरेब
 "
bhtankrsw ,"थानव्कसरब
 ","थानव्कसरब
 "
htapnvidore ,"ापव्योंरतिणध़
 ","ापनवोरेतिध
 "
bhtanves ,"ानव्हीसेटबई
 ","ानव्हीसेतबई
 "
htnioes ,"ूनीेशत
 ","ूनीेशटत
 "
tankore ,"नकोरेट
 ","ूनकरेट
 "
htavdeg ,"वडेतघ
 ","ावडेतघ
 "
hltanyoe ,"लानहोेट
 ","लनहोेत
 "
htapnicrs ,"ापन्चरठतिष
 ","थाप्संचरति
 "
htakics ,"ा्कीचटष
 ","ा्कीचट
 "
hlaicem ,"लेशमि
 ","ाचेमि
 "
laes ,"लीसेअ
 ","लीसेअ
 "
htanes ,"थन्संे
 ","थन्संे
 "
icorsf ,"्कसोरिफ
 ","्कसोरिफ
 "
hapnir ,"ाप्हीरण
 ","ाप्हीरण
 "
bhtaysg ,"भा्यसतग
 ","भा्यसतग
 "
hapncrem ,"ाप्चरेमण
 ","ाप्चरेमण
 "
bhlakde ,"भलकडे
 ","भलाकडे
 "
tadr ,"्डरट
 ","्रदत
 "
andrs ,"नसडरअँ
 ","ानसंरदअ
 "
ltanko ,"लानकोट
 ","लान्कोट
 "
tairew ,"ावीरति
 ","वीरेत
 "
blanv ,"लानवब
 ","लानवब
 "
uapyr ,"ाप्युरअ
 ","ाप्युरअ़
 "
lavrg ,"लावरग
 ","लावरग
 "
hltayi ,"लाहयटइ
 ","लाहयतई
 "
bltani ,"लानतिब
 ","लानीतब
 "
pkiors ,"प्कसरिॉओ
 ","प्यकसोरि
 "
akdrsmg ,"ा्कसरदमग
 ","ा्कसरदमग
 "
apidrs ,"प्सडरिॅ
 ","ाप्सडरि
 "
tanydre ,"ान्ंरेजतञ
 ","ान्डंरेजत
 "
hankdrz ,"ाडंरखझ
 ","ाडरखझ
 "
hlanvce ,"ाव्हचेळण
 ","लानव्हंचे
 "
taykor ,"यकोरत
 ","्यकोरट
 "
ulicde ,"ल्यकुडि
 ","लकडेि
 "
uanvrg ,"ाव्ुरगण
 ","ाव्ुरगण
 "
apos ,"ापसो
 ","ापसो
 "
tapkire ,"प्करेति
 ","प्करेति
 "
tanvi ,"ानवीति
 ","ानवति
 "
ut ,"्त
 ","ीत
 "
hlankcs ,"ला्कंचषण
 ","ला्कंचषण
 "
hlapnkdores ,"ूलपनकीडरेष
 ","ूलापनकीडरेश
 "
hairs ,"हसरै
 ","हसरि
 "
hutanyicdof ,"ान्यडंचेशफऊ
 ","ान्यडचेशफॉ
 "
hltankiores ,"लाकीसोंरेठअ
 ","लाकीसोंरेठअ
 "
htanyce ,"ान्यचेत
 ","ान्यचेत
 "
tarem ,"ारेटम
 ","ारेमत
 "
haicrsw ,"ाव्ीसचर
 ","ाव्ीसचर
 "
upv ,"ूपव्हयी
 ","पउ
 "
hapnicr ,"ापन्चरि
 ","पन्चरि
 "
hlandemg ,"ल्ीडंमगइध
 ","लाीडंमगइध
 "
htapnirs ,"ापन्ींरटतष
 ","ाप्ींरटष
 "
htom ,"ूठम
 ","ूथम
 "
btnoes ,"नीसोेतब
 ","न्ीसोेटब
 "
apvy ,"ापव्य
 ","ापव्य
 "
ulakes ,"लकीुस
 ","लकीुस
 "
htankoresf ,"ान्कीसरठफॉ
 ","ाकीसोंरठफ
 "
htanir ,"ानहींरतइ
 ","ानहींरतइ
 "
hutapnvkidoem ,"ापनवकुडोंेटमिणध
 ","ूापनवकुडोंेटमध
 "
hltre ,"लहरटि
 ","लहरेट
 "
tyor ,"्यरटॉ
 ","्योरट
 "
htapnkis ,"ापन्कसति
 ","ापन्कटिष
 "
vej ,"वीज
 ","वीज
 "
hltavyes ,"लथाव्यसे
 ","लथाव्यसे
 "
ltanj ,"ानजळत
 ","लानजत
 "
hlkie ,"ेळिख
 ","लीेिख
 "
htapcdre ,"प्चरेदत
 ","प्चरेदत
 "
avirsg ,"ावसरिग
 ","ावसरिग
 "
utakrjg ,"ाकुरजतग
 ","ा्कुरजतग
 "
bhanieg ,"भनीिग
 ","भानीग
 "
tires ,"्ीसरेट
 ","्ीसरट
 "
hlayicm ,"ला्हयचमि
 ","ला्हयचमि
 "
hlayc ,"लायच
 ","लायच
 "
bhladem ,"लाहदअमब
 ","लाहेदअमब
 "
hlapnces ,"लाप्यसंच
 ","लापनसच
 "
hanycorsm ,"ा्यसोंचरम
 ","ा्यसोंचरम
 "
bhlavyicdoem ,"लाव्यीडोंचिब
 ","लाव्यीडोंचब
 "
anmg ,"ंमगण
 ","ांमगण
 "
hanycrjw ,"ानव्यचरज
 ","ाव्यचरजण
 "
lavkir ,"लवकीरि
 ","लवकीरि
 "
bakre ,"करेब
 ","ाकरब
 "
hlace ,"लचि
 ","लीच
 "
hlavkicdr ,"ाव्कीचरदळ
 ","लाव्कीडचर
 "
kco ,"कु
 ","ूक
 "
ltakim ,"लाकीमत
 ","लकीमत
 "
bhaviesg ,"भावीशिग
 ","भावीशिग
 "
hutapicrs ,"प्ीसचरटतिषृ
 ","प्ीसचरटतिषृ
 "
hltavire ,"लवरेठि
 ","लावीरेठ
 "
htapnvyis ,"थापनव्यीसठ
 ","थापनव्यीसठ
 "
hutpo ,"ूोटफ
 ","ूपुट
 "
lnkie ,"लान्कइ
 ","लन्कीे
 "
anve ,"नवी
 ","ानवी
 "
haorm ,"ाहोरअम
 ","्हरअम
 "
utsm ,"्सटम
 ","्ुसमत
 "
bltae ,"लीटब
 ","लीटब
 "
hlaresg ,"लीसरघ
 ","लाीसरघ
 "
anykdem ,"ाकडंेम
 ","ाकडंेम
 "
utankdrem ,"ूान्कडंरमति
 ","ूान्कीडंरमत
 "
huanvkdej ,"ूानवहकीडंज
 ","ूानवहकीडंज
 "
hlcdref ,"लीएडचरेआफ
 ","लीडरआफ
 "
bhlanykicds ,"ला्यकचशदिबषण
 ","ला्यकचशदिबषण
 "
lnie ,"लनेई
 ","लनेई
 "
laem ,"लेम
 ","लाेम
 "
hutacdresm ,"्ीचेदटमतषआृ
 ","्ीचेदटमतषआृ
 "
akirsm ,"ाकसरमि
 ","ाकसरमि
 "
land ,"लानंद
 ","लानंदळ
 "
byoresm ,"्ीसोरेमब
 ","्ीसोरेमब
 "
anidrs ,"ानीसंरद
 ","ान्ीसंरद
 "
apnr ,"प्रण
 ","ाप्रण
 "
bhuancde ,"ा्ुंचेदबध
 ","ाुंचेबध
 "
bhtapnrs ,"ापन्रशतब
 ","ापन्रशतब
 "
lakom ,"लकोम
 ","लाकोमळ
 "
lapnrem ,"ाप्रेमळण
 ","लाप्रेमण
 "
htaniesjm ,"ानीसठजमि
 ","ानीसठजमि
 "
hapykcr ,"ाप्यकचर
 ","ाप्यकचर
 "
avrs ,"ावसर
 ","ावसर
 "
htie ,"थहीेति
 ","थहीेति
 "
lanvoe ,"ावीळणओ
 ","वीळणओ
 "
hacresw ,"ाव्ीसचर
 ","ाव्ीसचर
 "
bhtanydres ,"भा्हयीसंरेदतण
 ","भा्हयीसंरेदतण
 "
htapicrs ,"थप्ीसचरति
 ","थप्ीसचरति
 "
ltande ,"लडंेट
 ","लडंेट
 "
havkdr ,"ावकरढ
 ","ावकर
 "
hulaid ,"लाुईध
 ","लाुईध
 "
tapykor ,"ाप्यकोरत़
 ","ाप्यकोरत
 "
huanvdrsg ,"ाव्ुंरशदग
 ","ाव्ुंरशदग
 "
hultaykresm ,"ा्यकुंरेशमळत़
 ","ा्यकुरेशमळत
 "
hltankidem ,"ला्यकंेअटमिध
 ","लाकींेअमतध
 "
htankcs ,"ाकसंचट
 ","ाकसंचट
 "
hayds ,"ा्यसअध
 ","ाीसअध
 "
tanjm ,"ाजमत
 ","्ंजटम
 "
laporw ,"लापवोर
 ","लापवोर
 "
avkiesm ,"ावकसेमि
 ","ाव्कसेमि
 "
oresg ,"रजॉ
 ","्सोरग
 "
hacdres ,"ीसचरद
 ","ाीसचरद
 "
hankdr ,"ानकरदख
 ","ाकंरदख
 "
hlaks ,"ल्कष
 ","ला्कष
 "
anes ,"नीस
 ","ानीस
 "
hapvycr ,"ापव्चरे
 ","ापव्यचर
 "
blaid ,"ल्ीडबॉ
 ","लीदब
 "
anydeg ,"ंेदग
 ","ायंेदग
 "
laos ,"लसोअ
 ","लसोअ
 "
ayes ,"ायीस
 ","ायीस
 "
htapve ,"ापवेठत
 ","ापवेठत
 "
hapycdrsm ,"ाप्यसचरमध
 ","ाप्यसचरमध
 "
hapvcres ,"ापव्चरेश
 ","ापव्चरेश
 "
hltanem ,"ला्हेमतण
 ","लान्हेमत
 "
hanvyicrs ,"ावयींचरशि
 ","ावयींचरशि
 "
tavrs ,"ाव्सरत
 ","व्सरत
 "
lim ,"लमि
 ","लमि
 "
bairm ,"ाीरमबई
 ","ारमिबई
 "
anvce ,"ानव्स
 ","ानव्स
 "
tanvyde ,"ानव्यंदटि
 ","ानव्यींदत
 "
uanvrg ,"ाव्ुरगण
 ","ाव्ुरगण
 "
lakre ,"ाकरेळ
 ","लाकरे
 "
bhankoe ,"ीोबणख
 ","ानीोबख
 "
anoesw ,"नवसोेण
 ","ानवसोे
 "
hadresm ,"ा्यसरेमध
 ","ा्यसरेमध
 "
hayksm ,"्यकअमष
 ","ा्यकअमष
 "
hltapnkidesm ,"लापन्कीसमतिध
 ","लाप्कीसंमतिध
 "
akoz ,"्कएॉझ
 ","कोअझ
 "
